Team,Player,Position,GW,OPP,Home/Away,Result,Score,PTS,G,A,SOT,CC,SCR,STO,CS,INT,TW,PS,SV,AER,CLR,DIS,OG,GC,YC,RC
Norwich,Nathan Redmond,Mid,4,SOU,H,L,3-0,4,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,3,0,0
Norwich,Robbie Brady,Mid,1,CRY,A,L,1-3,11.5,0,0,1,2,1,0,0,0,2,0,0,1,3,0,0,3,0,0
Norwich,Robbie Brady,Mid,2,SUN,H,W,1-3,25,0,1,1,3,2,3,0,2,4,0,0,0,1,3,0,1,0,0
Norwich,Robbie Brady,Mid,3,STO,A,D,1-1,22,0,0,0,4,3,1,0,2,4,0,0,0,1,0,0,1,0,0
Norwich,Robbie Brady,Mid,4,SOU,H,L,3-0,6,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,3,0,0
Norwich,Wes Hoolahan,Mid,1,CRY,A,L,1-3,16,0,1,0,3,0,2,0,1,1,0,0,0,0,3,0,3,0,0
Norwich,Wes Hoolahan,Mid,2,SUN,H,W,1-3,20,0,2,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0
Norwich,Wes Hoolahan,Mid,3,STO,A,D,1-1,4,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0
Norwich,Wes Hoolahan,Mid,4,SOU,H,L,3-0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Jonathan Howson,Mid,1,CRY,A,L,1-3,10,0,0,0,2,0,0,0,2,4,0,0,0,1,2,0,3,0,0
Norwich,Jonathan Howson,Mid,2,SUN,H,W,1-3,9.5,0,0,2,1,0,0,0,0,3,0,0,1,1,1,0,1,0,0
Norwich,Jonathan Howson,Mid,3,STO,A,D,1-1,5,0,0,0,2,0,1,0,2,0,0,0,0,0,4,0,1,0,0
Norwich,Jonathan Howson,Mid,4,SOU,H,L,3-0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0,0
Norwich,Graham Dorrans,Mid,1,CRY,A,L,1-3,4,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0
Norwich,Graham Dorrans,Mid,2,SUN,H,W,1-3,1,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,0
Norwich,Graham Dorrans,Mid,3,STO,A,D,1-1,10,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Norwich,Graham Dorrans,Mid,4,SOU,H,L,3-0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0
Norwich,Alexander Tettey,Mid,1,CRY,A,L,1-3,-2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0
Norwich,Alexander Tettey,Mid,2,SUN,H,W,1-3,-1.5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0
Norwich,Alexander Tettey,Mid,3,STO,A,D,1-1,2.5,0,0,0,0,0,0,0,4,3,0,0,1,2,2,0,1,1,0
Norwich,Alexander Tettey,Mid,4,SOU,H,L,3-0,6.5,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,3,0,0
Norwich,Matthew Jarvis,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Matthew Jarvis,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Matthew Jarvis,Mid,3,STO,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Matthew Jarvis,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Gary O'Neil,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Gary O'Neil,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Norwich,Gary O'Neil,Mid,3,STO,A,D,1-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Norwich,Gary O'Neil,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Youssouf Mulumbu,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Youssouf Mulumbu,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Youssouf Mulumbu,Mid,3,STO,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Youssouf Mulumbu,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Elliott Bennett,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Elliott Bennett,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Elliott Bennett,Mid,3,STO,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Elliott Bennett,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Jacob Murphy,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Jacob Murphy,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Jacob Murphy,Mid,3,STO,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Jacob Murphy,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Conor McGrandles,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Conor McGrandles,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Conor McGrandles,Mid,3,STO,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Conor McGrandles,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Louis Thompson,Mid,1,CRY,A,L,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Louis Thompson,Mid,2,SUN,H,W,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Louis Thompson,Mid,3,STO,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich,Louis Thompson,Mid,4,SOU,H,L,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Cedric Ricardo Alves Soares,Def,1,NEW,H,D,2-2,17,0,1,1,2,2,1,0,2,1,0,0,1,0,1,0,1,1,0
Southampton,Cedric Ricardo Alves Soares,Def,2,EVE,A,L,0-3,4.25,0,0,0,1,0,1,0,2,4,0,0,1,1,1,0,3,0,0
Southampton,Cedric Ricardo Alves Soares,Def,3,WAT,H,D,0-0,27,0,0,0,3,2,1,1,7,2,0,0,1,4,2,0,0,0,0
Southampton,Cedric Ricardo Alves Soares,Def,4,NOR,A,W,3-0,12,0,0,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0
Southampton,Maya Yoshida,Def,1,NEW,H,D,2-2,7.5,0,0,1,0,0,0,0,3,0,0,0,5,6,0,0,2,0,0
Southampton,Maya Yoshida,Def,2,EVE,A,L,0-3,2,0,0,0,0,0,0,0,5,1,0,0,1,4,0,0,3,0,0
Southampton,Maya Yoshida,Def,3,WAT,H,D,0-0,9.25,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
Southampton,Maya Yoshida,Def,4,NOR,A,W,3-0,13.75,0,0,0,0,0,0,1,2,2,0,0,4,3,1,0,0,0,0
Southampton,Jose Fonte,Def,1,NEW,H,D,2-2,2,0,0,0,0,0,0,0,4,2,0,0,1,8,0,0,2,1,0
Southampton,Jose Fonte,Def,2,EVE,A,L,0-3,-0.25,0,0,0,0,0,0,0,2,2,0,0,1,3,0,0,3,0,0
Southampton,Jose Fonte,Def,3,WAT,H,D,0-0,19.25,0,0,0,1,0,0,1,4,0,0,0,5,5,0,0,0,0,0
Southampton,Jose Fonte,Def,4,NOR,A,W,3-0,10.5,0,0,0,0,0,0,1,3,0,0,0,1,2,0,0,0,0,0
Southampton,Matt Targett,Def,1,NEW,H,D,2-2,2.5,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,2,0,0
Southampton,Matt Targett,Def,2,EVE,A,L,0-3,-4.75,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,3,1,0
Southampton,Matt Targett,Def,3,WAT,H,D,0-0,15,0,0,0,0,2,1,1,4,1,0,0,1,0,0,0,0,0,0
Southampton,Matt Targett,Def,4,NOR,A,W,3-0,15.25,0,0,0,0,1,0,1,3,4,0,0,2,1,1,0,0,0,0
Southampton,Steven Caulker,Def,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Steven Caulker,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Steven Caulker,Def,3,WAT,H,D,0-0,23,0,0,2,1,0,0,1,3,1,0,0,4,8,0,0,0,0,0
Southampton,Steven Caulker,Def,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Yohan Benalouane,Def,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Yohan Benalouane,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Yohan Benalouane,Def,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Yohan Benalouane,Def,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Rhu-Endly Martina,Def,1,NEW,H,D,2-2,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0
Southampton,Rhu-Endly Martina,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Rhu-Endly Martina,Def,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Rhu-Endly Martina,Def,4,NOR,A,W,3-0,2.25,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Southampton,Florin Gardos,Def,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Florin Gardos,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Florin Gardos,Def,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Florin Gardos,Def,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jason McCarthy,Def,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jason McCarthy,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jason McCarthy,Def,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jason McCarthy,Def,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Bertrand,Def,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Bertrand,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Bertrand,Def,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Bertrand,Def,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Virgil van Dijk,Def,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Virgil van Dijk,Def,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Virgil van Dijk,Def,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Virgil van Dijk,Def,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Graziano Pelle,For,1,NEW,H,D,2-2,12.5,1,0,1,0,0,0,0,3,0,0,0,5,2,1,0,2,1,0
Southampton,Graziano Pelle,For,2,EVE,A,L,0-3,3,0,0,1,1,0,1,0,0,0,0,0,4,2,2,0,3,1,0
Southampton,Graziano Pelle,For,3,WAT,H,D,0-0,8.5,0,0,1,2,0,0,0,0,1,0,0,3,0,2,0,0,0,0
Southampton,Graziano Pelle,For,4,NOR,A,W,3-0,27,1,1,2,2,0,0,1,0,0,0,0,8,0,2,0,0,0,0
Southampton,Shane Long,For,1,NEW,H,D,2-2,11.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Southampton,Shane Long,For,2,EVE,A,L,0-3,7,0,0,0,1,0,0,0,1,2,0,0,2,1,0,0,2,0,0
Southampton,Shane Long,For,3,WAT,H,D,0-0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,6,0,0,0,0
Southampton,Shane Long,For,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jay Rodriguez,For,1,NEW,H,D,2-2,6,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0
Southampton,Jay Rodriguez,For,2,EVE,A,L,0-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Southampton,Jay Rodriguez,For,3,WAT,H,D,0-0,1.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Southampton,Jay Rodriguez,For,4,NOR,A,W,3-0,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Emmanuel Mayuka,For,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Emmanuel Mayuka,For,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Emmanuel Mayuka,For,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Emmanuel Mayuka,For,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Seager,For,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Seager,For,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Seager,For,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Ryan Seager,For,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Juan Miguel Jimenez Lopez,For,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Juan Miguel Jimenez Lopez,For,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Juan Miguel Jimenez Lopez,For,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Juan Miguel Jimenez Lopez,For,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Maarten Stekelenburg,Goa,1,NEW,H,D,2-2,1.25,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0
Southampton,Maarten Stekelenburg,Goa,2,EVE,A,L,0-3,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
Southampton,Maarten Stekelenburg,Goa,3,WAT,H,D,0-0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Southampton,Maarten Stekelenburg,Goa,4,NOR,A,W,3-0,11,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Southampton,Paulo Gazzaniga,Goa,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Paulo Gazzaniga,Goa,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Paulo Gazzaniga,Goa,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Paulo Gazzaniga,Goa,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Fraser Forster,Goa,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Fraser Forster,Goa,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Fraser Forster,Goa,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Fraser Forster,Goa,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Kelvin Davis,Goa,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Kelvin Davis,Goa,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Kelvin Davis,Goa,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Kelvin Davis,Goa,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Dusan Tadic,Mid,1,NEW,H,D,2-2,31,0,1,0,6,2,1,0,3,4,0,0,0,1,3,0,2,0,0
Southampton,Dusan Tadic,Mid,2,EVE,A,L,0-3,9.5,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,2,0,0
Southampton,Dusan Tadic,Mid,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Dusan Tadic,Mid,4,NOR,A,W,3-0,37,2,0,2,3,3,2,1,0,1,0,0,0,1,1,0,0,0,0
Southampton,Sadio Mane,Mid,1,NEW,H,D,2-2,8,0,0,0,0,0,4,0,5,0,0,0,2,0,2,0,2,0,0
Southampton,Sadio Mane,Mid,2,EVE,A,L,0-3,10,0,0,2,2,0,1,0,0,1,0,0,0,0,2,0,3,0,0
Southampton,Sadio Mane,Mid,3,WAT,H,D,0-0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Sadio Mane,Mid,4,NOR,A,W,3-0,40,0,2,2,5,4,5,0,1,1,0,0,0,0,2,0,0,0,0
Southampton,Steven Davis,Mid,1,NEW,H,D,2-2,15,0,0,0,3,1,1,0,5,3,0,0,0,1,1,0,2,1,0
Southampton,Steven Davis,Mid,2,EVE,A,L,0-3,10,0,0,0,3,1,0,0,1,2,0,0,0,2,0,0,2,1,0
Southampton,Steven Davis,Mid,3,WAT,H,D,0-0,12,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Southampton,Steven Davis,Mid,4,NOR,A,W,3-0,7,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Southampton,Oriol Romeu Vidal,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Oriol Romeu Vidal,Mid,2,EVE,A,L,0-3,4.5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0
Southampton,Oriol Romeu Vidal,Mid,3,WAT,H,D,0-0,7.5,0,0,0,0,0,0,1,4,4,0,0,3,2,0,0,0,1,0
Southampton,Oriol Romeu Vidal,Mid,4,NOR,A,W,3-0,10,0,0,0,0,0,0,1,3,5,0,0,4,1,1,0,0,0,0
Southampton,Victor Wanyama,Mid,1,NEW,H,D,2-2,3.5,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,2,0,0
Southampton,Victor Wanyama,Mid,2,EVE,A,L,0-3,8.5,0,0,0,1,0,2,0,0,2,0,0,3,0,0,0,3,0,0
Southampton,Victor Wanyama,Mid,3,WAT,H,D,0-0,6.5,0,0,1,0,0,0,1,3,3,0,0,3,3,1,0,0,1,0
Southampton,Victor Wanyama,Mid,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,James Ward-Prowse,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,James Ward-Prowse,Mid,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Southampton,James Ward-Prowse,Mid,3,WAT,H,D,0-0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Southampton,James Ward-Prowse,Mid,4,NOR,A,W,3-0,14,0,0,1,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0
Southampton,Lloyd Isgrove,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Lloyd Isgrove,Mid,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Lloyd Isgrove,Mid,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Lloyd Isgrove,Mid,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Sam McQueen,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Sam McQueen,Mid,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Sam McQueen,Mid,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Sam McQueen,Mid,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Harrison Reed,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Harrison Reed,Mid,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Harrison Reed,Mid,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Harrison Reed,Mid,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jordy Clasie,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jordy Clasie,Mid,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jordy Clasie,Mid,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jordy Clasie,Mid,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Gaston Ramirez,Mid,1,NEW,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Gaston Ramirez,Mid,2,EVE,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Gaston Ramirez,Mid,3,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Gaston Ramirez,Mid,4,NOR,A,W,3-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke,Geoff Cameron,Def,1,LIV,A,L,0-1,5,0,0,0,0,0,0,0,3,2,0,0,1,4,0,0,1,0,0
Stoke,Geoff Cameron,Def,2,TOT,H,D,2-2,6.75,0,0,0,0,0,2,0,2,1,0,0,5,7,1,0,2,0,0
Stoke,Geoff Cameron,Def,3,NOR,H,D,1-1,5.25,0,0,0,0,0,2,0,2,1,0,0,3,1,1,0,1,0,0
Stoke,Geoff Cameron,Def,4,WBA,A,L,0-1,5.25,0,0,0,1,0,1,0,0,1,0,0,1,5,0,0,1,0,0
Stoke,Erik Pieters,Def,1,LIV,A,L,0-1,4,0,0,0,0,0,0,0,3,2,0,0,1,0,2,0,0,0,0
Stoke,Erik Pieters,Def,2,TOT,H,D,2-2,8.5,0,0,0,1,2,1,0,2,4,0,0,1,2,1,0,2,0,0
Stoke,Erik Pieters,Def,3,NOR,H,D,1-1,-0.75,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0
Stoke,Erik Pieters,Def,4,WBA,A,L,0-1,6,0,0,1,0,0,0,0,1,4,0,0,4,4,1,0,1,1,0
Stoke,Marc Muniesa,Def,1,LIV,A,L,0-1,5.5,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,1,0,0
Stoke,Marc Muniesa,Def,2,TOT,H,D,2-2,-0.75,0,0,0,0,0,1,0,5,0,0,0,1,1,1,0,2,1,0
Stoke,Marc Muniesa,Def,3,NOR,H,D,1-1,4.25,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,1,0,0
Stoke,Marc Muniesa,Def,4,WBA,A,L,0-1,5.5,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,1,0,0
Stoke,Glen Johnson,Def,1,LIV,A,L,0-1,7,0,0,0,0,1,4,0,1,2,0,0,1,0,0,0,1,0,0
Stoke,Glen Johnson,Def,2,TOT,H,D,2-2,0,0,0,0,1,1,0,0,3,0,0,0,0,0,3,0,2,0,0
Stoke,Glen Johnson,Def,3,NOR,H,D,1-1,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0
Stoke,Glen Johnson,Def,4,WBA,A,L,0-1,6,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,1,0,0
Stoke,Philipp Wollscheid,Def,1,LIV,A,L,0-1,2.25,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0
Stoke,Philipp Wollscheid,Def,2,TOT,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke,Philipp Wollscheid,Def,3,NOR,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke,Philipp Wollscheid,Def,4,WBA,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
